Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
290320 Barreiras;-;-;-;-;2;4;2;3;2;3;1;3;-;20
290323 Barro Alto;-;-;-;-;-;-;-;1;-;-;1;-;-;2
290330 Barro Preto;-;-;-;-;-;1;-;-;-;-;-;-;-;1
290327 Barrocas;-;-;-;-;-;1;2;1;-;-;-;-;-;4
290340 Belmonte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290350 Belo Campo;1;-;-;-;-;-;1;-;-;-;-;2;-;4
290360 Biritinga;-;-;-;-;-;1;-;1;-;-;-;1;-;3
290370 Boa Nova;-;-;-;-;-;-;-;-;-;-;1;-;-;1
290380 Boa Vista do Tupim;-;-;-;-;-;-;-;-;-;-;-;1;-;1
290390 Bom Jesus da Lapa;-;-;-;-;-;-;1;1;1;-;-;1;-;4
290395 Bom Jesus da Serra;-;2;-;-;-;-;-;-;-;-;-;-;-;2
290400 Boninal;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290405 Bonito;-;-;-;-;-;-;-;-;-;-;1;-;-;1
290410 Boquira;-;-;-;-;-;-;-;1;-;-;-;-;-;1
290420 Botuporã;-;-;-;-;-;-;-;-;-;1;-;1;-;2
290430 Brejões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290440 Brejolândia;-;-;-;-;-;-;-;-;-;-;1;-;-;1
290450 Brotas de Macaúbas;-;-;-;-;-;-;-;1;-;-;-;2;-;3
290460 Brumado;-;-;-;-;1;-;-;-;-;2;1;1;-;5
290470 Buerarema;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290475 Buritirama;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290480 Caatiba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290485 Cabaceiras do Paraguaçu;-;-;-;1;-;-;-;-;-;-;-;-;-;1
290490 Cachoeira;-;-;-;-;-;-;-;1;1;-;-;2;-;4
290500 Caculé;-;-;-;-;-;-;-;-;1;-;-;2;-;3
290510 Caém;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290515 Caetanos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290520 Caetité;-;-;-;-;-;1;1;1;1;2;-;2;-;8
290530 Cafarnaum;-;-;1;-;-;-;-;-;1;1;-;-;-;3
290540 Cairu;-;-;-;-;-;-;-;1;-;1;-;-;-;2
290550 Caldeirão Grande;-;-;-;-;-;-;-;-;-;1;-;1;-;2
290560 Camacan;-;-;1;-;-;-;-;-;-;-;-;1;-;2
290570 Camaçari;-;-;-;1;2;13;11;1;-;2;-;3;-;33
290580 Camamu;-;-;1;-;-;2;1;-;2;-;1;-;-;7
290590 Campo Alegre de Lourdes;-;-;-;-;-;-;-;-;1;-;-;-;-;1
290600 Campo Formoso;-;-;-;-;2;-;-;-;-;-;-;1;-;3
290610 Canápolis;-;-;-;-;-;-;-;1;-;-;-;-;-;1
290620 Canarana;-;-;-;-;1;2;-;-;-;-;-;1;-;4
290630 Canavieiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290640 Candeal;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290650 Candeias;-;-;1;-;1;2;3;1;1;-;2;3;-;14
290660 Candiba;-;-;-;-;-;-;-;-;-;-;-;1;-;1
290670 Cândido Sales;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290680 Cansanção;-;-;-;-;-;-;-;1;-;1;-;-;-;2
290682 Canudos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290685 Capela do Alto Alegre;-;-;1;-;-;-;-;-;-;-;-;1;-;2
290687 Capim Grosso;-;-;-;-;-;-;2;1;-;-;-;1;-;4
290689 Caraíbas;-;-;-;1;-;1;-;-;-;-;-;-;-;2
290690 Caravelas;-;-;-;-;-;-;1;-;-;-;-;1;-;2
290700 Cardeal da Silva;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290710 Carinhanha;-;-;-;-;1;-;1;-;-;-;-;-;-;2
290720 Casa Nova;-;1;-;-;-;1;3;-;-;-;2;1;-;8
290730 Castro Alves;-;-;-;1;-;1;1;-;-;-;-;1;-;4
290740 Catolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290750 Catu;-;-;-;-;1;1;-;1;1;-;1;-;-;5
290755 Caturama;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290760 Central;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290770 Chorrochó;-;-;-;-;-;2;-;-;-;-;1;-;-;3
290780 Cícero Dantas;-;-;-;-;-;2;1;-;2;1;-;1;-;7
290790 Cipó;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290800 Coaraci;-;-;-;-;-;-;1;-;-;-;-;1;-;2
290810 Cocos;-;-;-;-;-;-;-;-;-;-;-;1;-;1
290820 Conceição da Feira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290830 Conceição do Almeida;-;-;-;-;-;-;1;-;-;-;-;1;-;2
290840 Conceição do Coité;-;-;-;-;-;1;-;-;2;1;-;-;-;4
290850 Conceição do Jacuípe;-;-;-;-;1;-;1;-;1;-;1;-;-;4
290860 Conde;-;-;-;-;-;-;-;-;-;-;1;1;-;2
290870 Condeúba;-;-;-;-;-;-;-;1;-;-;2;2;-;5
290880 Contendas do Sincorá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290890 Coração de Maria;-;-;-;-;1;1;-;-;-;-;-;1;-;3
290900 Cordeiros;-;-;-;-;-;-;-;1;-;-;-;1;-;2
290910 Coribe;-;-;-;-;-;-;-;-;-;-;-;1;-;1
290920 Coronel João Sá;-;-;1;-;-;-;-;-;-;-;-;1;-;2
290930 Correntina;-;-;-;-;-;-;1;-;-;-;-;1;-;2
290940 Cotegipe;-;-;-;-;-;-;-;1;-;-;-;-;-;1
290950 Cravolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290960 Crisópolis;-;-;-;-;1;-;-;-;-;-;-;-;-;1
290970 Cristópolis;-;-;-;-;-;-;1;-;-;-;-;-;-;1
290980 Cruz das Almas;-;-;-;-;1;2;-;-;-;-;-;-;-;3
290990 Curaçá;-;-;-;-;-;1;1;1;-;-;1;1;-;5
291000 Dário Meira;-;1;-;-;-;-;-;-;-;-;-;-;-;1
291005 Dias d'Ávila;-;-;-;-;-;1;2;-;-;-;-;1;-;4
291010 Dom Basílio;-;-;-;-;1;-;-;-;1;-;-;1;-;3
291020 Dom Macedo Costa;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291030 Elísio Medrado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291040 Encruzilhada;-;-;-;1;-;-;-;-;-;-;1;-;-;2
291050 Entre Rios;-;1;-;-;1;1;1;-;-;-;-;1;-;5
290050 Érico Cardoso;-;-;-;-;-;-;-;-;-;-;-;2;-;2
291060 Esplanada;1;-;-;-;-;1;1;-;2;-;-;-;-;5
291070 Euclides da Cunha;-;-;-;-;-;1;-;1;2;1;1;2;-;8
291072 Eunápolis;-;-;-;-;2;4;6;3;3;1;-;-;-;19
291075 Fátima;-;-;-;-;-;-;-;-;1;-;-;-;-;1
291077 Feira da Mata;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291080 Feira de Santana;-;4;-;2;5;13;4;6;7;20;10;20;-;91
291085 Filadélfia;-;-;-;-;-;-;-;-;-;-;1;-;-;1
291090 Firmino Alves;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291100 Floresta Azul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291110 Formosa do Rio Preto;-;-;-;1;-;-;1;-;-;-;-;1;-;3
291120 Gandu;-;1;-;-;-;1;-;-;-;1;2;2;-;7
291125 Gavião;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291130 Gentio do Ouro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291140 Glória;-;-;-;-;-;1;-;1;-;-;-;1;-;3
291150 Gongogi;-;-;-;-;-;-;-;-;-;-;1;-;-;1
291160 Governador Mangabeira;-;-;-;-;-;-;-;1;-;1;1;1;-;4
291165 Guajeru;-;-;-;-;-;-;-;-;1;-;-;-;-;1
291170 Guanambi;-;1;-;-;-;-;1;-;1;1;2;2;-;8
291180 Guaratinga;-;-;-;-;-;-;-;1;-;-;-;-;-;1
291185 Heliópolis;-;-;-;-;1;-;-;-;-;-;-;-;-;1
291190 Iaçu;-;-;-;-;1;-;-;-;-;1;-;1;-;3
291200 Ibiassucê;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291210 Ibicaraí;-;-;-;-;1;-;2;-;-;1;-;1;-;5
291220 Ibicoara;-;-;-;-;-;-;1;-;1;-;-;-;-;2
291230 Ibicuí;-;-;-;-;-;-;-;-;-;-;-;1;-;1
291240 Ibipeba;-;-;-;1;-;-;-;-;-;-;-;-;-;1
291250 Ibipitanga;-;-;-;-;-;-;-;-;-;-;-;1;-;1
291260 Ibiquera;-;-;-;-;-;-;-;-;-;-;-;1;-;1
291270 Ibirapitanga;-;-;-;-;-;-;-;-;-;-;-;1;-;1
291280 Ibirapuã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291290 Ibirataia;1;-;-;-;-;-;1;-;-;-;-;1;-;3
291300 Ibitiara;-;-;-;-;-;1;-;-;-;1;-;1;-;3
291310 Ibititá;-;-;-;-;-;2;-;1;1;-;-;-;-;4
291320 Ibotirama;-;-;-;-;1;-;1;1;-;1;-;2;-;6
291330 Ichu;-;-;-;-;1;-;-;-;-;-;-;-;-;1
291340 Igaporã;-;-;-;-;-;-;1;-;-;-;-;-;-;1
291345 Igrapiúna;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291350 Iguaí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291360 Ilhéus;1;-;1;2;-;4;-;5;5;1;2;9;-;30
291370 Inhambupe;-;-;-;-;-;-;1;-;1;-;-;1;-;3
291380 Ipecaetá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291390 Ipiaú;-;-;-;-;-;-;-;1;1;-;1;1;-;4
291400 Ipirá;-;-;-;-;-;1;2;1;-;-;-;1;-;5
291410 Ipupiara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291420 Irajuba;-;-;-;-;-;1;-;-;-;-;-;-;-;1
291430 Iramaia;-;-;-;-;-;-;-;1;-;-;1;-;-;2
291440 Iraquara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291450 Irará;-;-;-;-;-;1;-;-;-;1;2;-;-;4
291460 Irecê;-;-;1;-;1;1;1;-;1;1;1;4;-;11
291465 Itabela;-;-;-;-;1;1;-;1;1;-;-;-;-;4
291470 Itaberaba;-;2;-;-;1;-;-;-;-;1;-;3;-;7
291480 Itabuna;-;-;-;1;-;4;4;3;3;-;1;3;-;19
291490 Itacaré;-;-;-;-;-;-;-;-;1;1;1;-;-;3
291500 Itaeté;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291510 Itagi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291520 Itagibá;-;-;1;1;-;-;1;-;-;1;-;1;-;5
291530 Itagimirim;-;-;-;-;-;1;-;-;-;-;-;-;-;1
291535 Itaguaçu da Bahia;-;-;-;1;-;-;-;-;-;1;-;-;-;2
291540 Itaju do Colônia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291550 Itajuípe;-;-;-;-;-;-;1;-;1;-;-;-;-;2
291560 Itamaraju;-;-;-;-;1;1;-;-;-;1;-;1;-;4
291570 Itamari;-;-;-;-;-;1;-;-;-;-;-;-;-;1
291580 Itambé;-;-;-;-;-;-;2;1;-;-;1;-;-;4
291590 Itanagra;-;-;-;-;-;-;-;-;-;1;-;-;-;1
291600 Itanhém;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291610 Itaparica;-;-;-;-;-;-;-;-;-;1;-;-;-;1
291620 Itapé;-;-;-;1;-;-;-;-;-;-;-;1;-;2
291630 Itapebi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291640 Itapetinga;-;1;-;-;-;2;-;2;1;-;-;-;-;6
291650 Itapicuru;-;-;-;1;-;-;-;-;-;-;-;2;1;4
291660 Itapitanga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291670 Itaquara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291680 Itarantim;-;-;-;-;1;-;1;-;-;-;-;-;-;2
291685 Itatim;-;-;-;-;1;1;1;-;1;-;-;-;-;4
291690 Itiruçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291700 Itiúba;-;-;-;-;-;1;1;-;-;1;1;-;-;4
291710 Itororó;1;-;-;-;-;-;1;-;-;-;-;-;-;2
291720 Ituaçu;-;-;-;-;-;-;1;-;-;-;-;-;-;1
291730 Ituberá;-;-;-;-;-;1;-;-;-;1;-;-;-;2
291733 Iuiú;-;-;-;-;-;-;-;-;-;-;1;1;-;2
291735 Jaborandi;-;-;-;-;-;-;-;1;-;-;-;-;-;1
291740 Jacaraci;-;-;-;-;-;2;-;-;-;-;-;-;-;2
291750 Jacobina;-;-;-;-;-;-;3;1;-;1;1;2;-;8
291760 Jaguaquara;-;-;-;-;1;1;1;1;1;3;3;-;-;11
291770 Jaguarari;-;-;-;-;-;2;3;-;-;-;-;1;-;6
291780 Jaguaripe;-;-;-;-;-;-;1;1;-;-;-;-;-;2
291790 Jandaíra;-;-;-;-;-;1;-;1;-;-;-;-;-;2
291800 Jequié;-;-;1;-;2;4;3;2;5;4;3;7;-;31
291810 Jeremoabo;-;1;-;-;-;1;2;3;-;-;-;-;-;7
291820 Jiquiriçá;-;-;-;-;-;-;-;1;-;-;-;1;-;2
291830 Jitaúna;1;-;-;-;-;-;-;-;-;-;-;1;-;2
291835 João Dourado;-;-;-;-;-;-;1;-;-;-;-;-;-;1
291840 Juazeiro;1;-;1;-;2;5;8;5;1;1;3;3;-;30
291845 Jucuruçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291850 Jussara;-;-;-;-;-;1;-;-;-;-;1;-;-;2
291855 Jussari;-;-;-;-;-;-;-;1;-;-;1;-;-;2
291860 Jussiape;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291870 Lafaiete Coutinho;-;-;-;-;-;-;-;-;-;-;-;1;-;1
291875 Lagoa Real;-;-;-;-;-;-;-;-;1;-;-;-;-;1
291880 Laje;-;-;-;-;-;2;-;-;-;1;-;-;-;3
291890 Lajedão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291900 Lajedinho;-;-;-;-;-;-;-;-;-;-;1;-;-;1
291905 Lajedo do Tabocal;-;-;1;-;-;-;-;-;-;-;-;-;-;1
291910 Lamarão;-;-;-;-;-;1;-;1;-;-;-;-;-;2
291915 Lapão;-;-;-;-;-;2;-;-;-;-;-;1;-;3
291920 Lauro de Freitas;-;1;-;-;1;5;1;4;1;-;-;3;-;16
291930 Lençóis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291940 Licínio de Almeida;-;1;-;-;-;-;-;-;-;2;-;-;-;3
291950 Livramento de Nossa Senhora;-;-;-;-;-;-;-;-;-;-;1;1;-;2
291955 Luís Eduardo Magalhães;-;-;1;1;1;1;1;2;-;1;2;-;-;10
291960 Macajuba;-;-;-;-;-;-;-;1;-;-;-;-;-;1
291970 Macarani;-;-;-;-;-;1;1;-;-;-;-;-;-;2
291980 Macaúbas;-;-;-;-;-;-;2;1;-;1;-;2;-;6
291990 Macururé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291992 Madre de Deus;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291995 Maetinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292000 Maiquinique;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292010 Mairi;-;-;-;-;-;-;1;-;2;1;1;-;-;5
292020 Malhada;-;-;-;-;-;-;-;1;-;-;-;-;-;1
292030 Malhada de Pedras;-;-;-;-;1;-;-;-;-;-;-;-;-;1
292040 Manoel Vitorino;-;-;-;-;-;-;1;1;-;-;-;1;-;3
292045 Mansidão;-;-;-;-;-;-;-;1;-;-;-;-;-;1
292050 Maracás;-;-;1;-;-;-;2;-;-;1;1;-;-;5
292060 Maragogipe;-;-;-;-;-;-;1;-;-;-;-;-;-;1
292070 Maraú;-;-;-;-;-;1;-;-;-;-;-;-;-;1
292080 Marcionílio Souza;-;-;1;-;-;-;-;-;-;-;-;-;-;1
292090 Mascote;-;1;-;-;-;-;1;-;-;-;-;-;-;2
292100 Mata de São João;-;-;-;-;-;1;2;-;-;-;-;1;-;4
292105 Matina;-;-;-;-;-;-;-;-;1;-;-;1;-;2
292110 Medeiros Neto;-;1;-;-;-;2;1;-;-;-;-;-;-;4
292120 Miguel Calmon;-;-;-;-;-;1;-;-;-;-;1;1;-;3
292130 Milagres;-;1;-;-;-;1;-;-;-;-;-;1;-;3
292140 Mirangaba;-;-;-;-;-;-;-;-;-;1;-;-;-;1
292145 Mirante;-;-;-;-;-;-;-;-;1;-;-;-;-;1
292150 Monte Santo;-;-;1;-;-;1;-;2;-;-;-;1;-;5
292160 Morpará;-;-;-;-;-;-;-;-;-;-;1;-;-;1
292170 Morro do Chapéu;-;2;-;-;-;1;-;1;-;-;-;2;-;6
292180 Mortugaba;-;-;-;-;-;-;-;-;-;1;-;1;-;2
292190 Mucugê;-;-;-;-;-;-;-;-;-;-;-;1;-;1
292200 Mucuri;-;1;-;-;1;-;1;1;-;1;-;-;-;5
292205 Mulungu do Morro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292210 Mundo Novo;-;-;-;-;-;1;1;-;-;-;1;-;-;3
292220 Muniz Ferreira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292225 Muquém de São Francisco;-;-;-;-;1;2;1;-;-;-;-;-;-;4
292230 Muritiba;-;-;-;-;1;-;1;-;-;-;-;-;-;2
292240 Mutuípe;-;-;-;-;-;1;-;-;-;-;1;1;-;3
292250 Nazaré;-;-;-;-;-;-;1;-;-;-;-;1;-;2
292260 Nilo Peçanha;-;-;-;-;-;-;-;1;-;-;-;-;-;1
292265 Nordestina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292270 Nova Canaã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292273 Nova Fátima;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292275 Nova Ibiá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292280 Nova Itarana;-;-;-;-;-;-;-;-;-;-;-;2;-;2
292285 Nova Redenção;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292290 Nova Soure;-;-;-;-;-;-;1;-;-;-;-;-;-;1
292300 Nova Viçosa;1;-;-;1;-;2;1;2;-;-;1;1;-;9
292303 Novo Horizonte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292305 Novo Triunfo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292310 Olindina;-;1;-;-;-;-;-;-;2;1;-;2;-;6
292320 Oliveira dos Brejinhos;-;-;-;-;-;-;1;-;1;-;2;-;-;4
292330 Ouriçangas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292335 Ourolândia;-;-;-;-;-;1;-;-;-;-;1;-;-;2
292340 Palmas de Monte Alto;-;-;-;-;-;1;1;-;-;-;-;-;-;2
292350 Palmeiras;-;-;-;-;-;1;-;1;-;1;-;-;-;3
292360 Paramirim;-;-;-;-;-;-;-;-;-;-;-;1;-;1
292370 Paratinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292380 Paripiranga;-;-;-;-;-;1;-;-;-;-;-;-;-;1
292390 Pau Brasil;-;-;-;-;1;-;-;-;-;-;-;-;-;1
292400 Paulo Afonso;-;2;-;-;-;4;2;-;-;1;-;2;-;11
292405 Pé de Serra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292410 Pedrão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292420 Pedro Alexandre;-;-;-;-;-;-;-;-;-;1;-;-;-;1
292430 Piatã;-;-;-;-;-;-;-;1;1;-;-;-;-;2
292440 Pilão Arcado;-;-;-;-;-;1;-;-;1;1;-;-;-;3
292450 Pindaí;-;-;-;-;-;-;-;-;-;-;-;1;-;1
292460 Pindobaçu;-;-;-;-;-;-;-;1;2;-;-;-;-;3
292465 Pintadas;-;-;-;-;1;1;-;-;-;-;-;-;-;2
292467 Piraí do Norte;-;-;-;-;-;-;-;1;-;1;-;-;-;2
292470 Piripá;-;-;-;-;-;-;-;-;-;1;-;1;-;2
292480 Piritiba;-;-;-;-;-;1;1;-;-;-;2;1;-;5
292490 Planaltino;-;-;-;-;-;-;-;-;-;1;-;-;-;1
292500 Planalto;-;-;-;-;1;-;1;-;-;-;1;-;-;3
292510 Poções;-;-;-;-;1;1;-;-;-;-;-;5;-;7
292520 Pojuca;-;-;-;-;2;-;-;2;-;-;-;1;-;5
292525 Ponto Novo;-;-;-;-;-;1;-;-;-;-;-;1;-;2
292530 Porto Seguro;-;-;-;-;2;2;7;3;1;1;-;2;1;19
292540 Potiraguá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292550 Prado;-;-;-;-;-;-;1;-;1;-;-;-;-;2
292560 Presidente Dutra;-;-;-;-;-;-;-;-;-;-;-;1;-;1
292570 Presidente Jânio Quadros;-;-;-;-;-;-;-;-;-;-;-;2;-;2
292575 Presidente Tancredo Neves;-;-;-;1;-;1;1;1;1;-;-;-;-;5
292580 Queimadas;-;-;-;-;-;2;-;1;-;-;-;-;-;3
292590 Quijingue;-;-;2;-;-;1;-;-;-;1;-;-;-;4
292593 Quixabeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292595 Rafael Jambeiro;-;-;-;-;-;-;-;-;-;1;-;-;-;1
292600 Remanso;-;-;-;-;-;-;2;-;-;1;-;-;-;3
292610 Retirolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292620 Riachão das Neves;-;-;-;-;1;-;-;-;-;1;-;1;-;3
292630 Riachão do Jacuípe;-;-;-;-;-;-;-;1;1;-;1;2;-;5
292640 Riacho de Santana;-;-;-;-;-;-;-;-;-;1;-;-;-;1
292650 Ribeira do Amparo;-;-;-;-;-;-;-;-;-;1;-;-;-;1
292660 Ribeira do Pombal;1;1;-;-;1;-;-;3;-;1;1;-;-;8
292665 Ribeirão do Largo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292670 Rio de Contas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
292680 Rio do Antônio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292690 Rio do Pires;-;-;-;-;-;-;-;-;-;-;-;2;-;2
292700 Rio Real;-;-;-;-;-;1;-;1;-;-;-;-;-;2
292710 Rodelas;-;-;-;-;1;-;1;-;-;1;-;-;-;3
292720 Ruy Barbosa;-;-;-;1;1;-;1;-;-;1;-;1;-;5
292730 Salinas da Margarida;-;-;-;-;-;-;1;-;-;-;-;-;-;1
292740 Salvador;1;5;1;7;16;52;42;40;33;34;43;125;-;399
292750 Santa Bárbara;-;-;-;-;-;-;1;-;-;-;1;1;-;3
292760 Santa Brígida;-;-;-;-;1;-;-;-;-;-;-;1;-;2
292770 Santa Cruz Cabrália;-;-;-;-;2;2;1;-;1;-;-;-;-;6
292780 Santa Cruz da Vitória;-;-;-;-;-;-;1;-;-;-;-;-;-;1
292790 Santa Inês;-;-;-;-;-;-;-;1;-;1;-;-;-;2
292805 Santa Luzia;-;-;-;-;-;-;-;1;-;-;-;-;-;1
292810 Santa Maria da Vitória;-;-;-;-;-;1;-;2;1;1;-;-;-;5
292840 Santa Rita de Cássia;-;-;-;-;-;-;1;1;-;-;2;-;-;4
292850 Santa Teresinha;-;-;-;-;-;1;1;-;-;-;-;1;-;3
292800 Santaluz;-;-;-;-;-;-;-;-;1;-;-;-;-;1
292820 Santana;-;-;-;-;-;1;-;-;2;-;-;-;-;3
292830 Santanópolis;-;-;-;-;-;-;1;-;-;1;-;-;-;2
292860 Santo Amaro;-;-;1;-;-;2;-;-;1;-;-;1;-;5
292870 Santo Antônio de Jesus;-;-;-;-;1;1;-;1;2;1;2;1;-;9
292880 Santo Estêvão;-;-;-;-;-;-;1;2;2;-;-;-;-;5
292890 São Desidério;-;-;-;-;1;1;1;-;-;-;-;-;-;3
292895 São Domingos;-;-;1;-;-;-;1;-;-;-;2;-;-;4
292910 São Felipe;-;-;-;-;-;-;-;-;-;-;1;-;-;1
292900 São Félix;-;-;-;-;-;-;-;-;-;1;-;-;-;1
292905 São Félix do Coribe;-;-;-;-;-;1;-;-;-;-;-;-;-;1
292920 São Francisco do Conde;-;-;-;-;-;1;1;-;-;-;-;-;-;2
292925 São Gabriel;-;-;-;1;-;-;-;-;-;-;-;-;-;1
292930 São Gonçalo dos Campos;-;-;-;-;1;-;-;1;-;-;-;1;-;3
292935 São José da Vitória;-;-;-;-;-;-;-;-;1;-;1;-;-;2
292937 São José do Jacuípe;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292940 São Miguel das Matas;-;-;-;-;-;-;1;-;-;-;-;1;-;2
292950 São Sebastião do Passé;-;-;-;-;-;-;1;-;1;-;1;-;-;3
292960 Sapeaçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
292970 Sátiro Dias;-;-;-;-;-;-;-;-;-;-;1;1;-;2
292975 Saubara;-;-;-;-;-;-;-;-;-;-;1;-;-;1
292980 Saúde;-;-;-;1;-;-;1;-;-;1;-;1;-;4
292990 Seabra;-;-;-;-;1;-;1;-;-;-;-;2;-;4
293000 Sebastião Laranjeiras;-;-;-;-;-;-;-;1;-;-;-;-;-;1
293010 Senhor do Bonfim;-;-;-;-;1;-;2;-;-;1;-;1;-;5
293020 Sento Sé;-;-;-;-;1;-;-;-;-;-;-;-;-;1
293015 Serra do Ramalho;-;1;-;-;-;1;1;-;-;1;-;-;-;4
293030 Serra Dourada;-;-;-;-;-;-;1;1;-;-;-;-;-;2
293040 Serra Preta;-;-;-;-;-;-;-;-;1;-;-;-;-;1
293050 Serrinha;-;1;-;-;-;1;-;2;-;1;-;1;-;6
293060 Serrolândia;1;-;-;-;-;-;-;-;-;-;-;-;-;1
293070 Simões Filho;-;1;-;1;2;1;2;-;1;2;-;-;-;10
293075 Sítio do Mato;-;-;-;-;-;-;-;-;-;-;1;-;-;1
293076 Sítio do Quinto;-;-;-;-;-;1;-;-;-;-;-;1;-;2
293077 Sobradinho;-;-;-;-;-;-;-;1;-;-;-;-;-;1
293080 Souto Soares;-;-;-;-;-;-;-;-;-;-;1;1;-;2
293090 Tabocas do Brejo Velho;-;-;-;-;-;1;-;-;2;-;-;-;-;3
293100 Tanhaçu;-;-;-;-;-;-;-;-;1;1;-;-;-;2
293105 Tanque Novo;-;-;-;-;-;-;-;-;1;-;-;1;-;2
293110 Tanquinho;-;-;-;-;-;2;-;-;-;-;-;-;-;2
293120 Taperoá;-;-;-;-;2;-;-;-;-;-;-;-;-;2
293130 Tapiramutá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
293135 Teixeira de Freitas;1;-;-;-;5;6;5;2;-;-;3;8;-;30
293140 Teodoro Sampaio;-;-;-;-;-;-;-;-;-;-;-;1;-;1
293150 Teofilândia;-;-;-;-;-;-;1;-;-;1;-;-;-;2
293160 Teolândia;-;-;-;-;-;1;-;1;-;-;-;-;-;2
293170 Terra Nova;-;-;-;-;-;1;-;1;-;-;-;-;-;2
293180 Tremedal;-;-;-;-;-;-;1;-;-;-;-;1;-;2
293190 Tucano;-;-;-;-;-;2;2;1;-;-;-;1;-;6
293200 Uauá;-;-;-;-;-;-;-;-;-;-;-;1;-;1
293210 Ubaíra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
293220 Ubaitaba;-;-;-;-;1;-;-;2;-;1;-;-;-;4
293230 Ubatã;-;-;-;1;-;-;-;1;-;-;-;1;-;3
