Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
320320 Linhares;-;1;3;-;7;6;6;4;2;1;1;3;-;34
320330 Mantenópolis;-;-;1;-;-;-;1;-;-;1;1;1;-;5
320332 Marataízes;-;-;1;-;-;-;1;1;-;1;3;1;-;8
320334 Marechal Floriano;-;-;-;-;-;-;-;-;1;-;-;-;-;1
320335 Marilândia;-;-;-;-;-;-;-;-;1;-;-;2;-;3
320340 Mimoso do Sul;-;-;-;-;-;-;-;1;-;-;-;1;-;2
320350 Montanha;1;-;-;-;-;-;1;1;1;-;1;1;-;6
320360 Mucurici;-;-;-;-;-;-;-;-;-;-;-;-;-;-
320370 Muniz Freire;-;-;-;-;-;-;1;1;1;-;-;2;-;5
320380 Muqui;-;-;-;-;-;-;-;-;-;1;-;-;-;1
320390 Nova Venécia;-;-;1;1;-;-;-;1;1;-;-;2;-;6
320400 Pancas;-;-;-;-;-;-;-;-;-;1;-;-;-;1
320405 Pedro Canário;-;-;-;-;2;1;-;-;-;-;-;-;-;3
320410 Pinheiros;1;1;-;-;-;3;1;-;1;-;2;1;-;10
320420 Piúma;-;-;-;-;-;-;-;2;-;2;1;-;1;6
320425 Ponto Belo;-;-;-;-;-;1;-;-;-;-;1;-;-;2
320430 Presidente Kennedy;-;-;-;-;-;-;-;-;-;-;-;1;-;1
320435 Rio Bananal;-;-;-;-;-;1;-;-;-;-;-;2;-;3
320440 Rio Novo do Sul;-;-;-;-;-;-;1;-;-;-;-;-;-;1
320450 Santa Leopoldina;-;-;-;-;-;-;-;-;-;-;-;2;-;2
320455 Santa Maria de Jetibá;-;-;-;-;-;-;1;1;1;1;-;-;-;4
320460 Santa Teresa;-;-;-;1;-;2;-;1;1;1;-;2;-;8
320465 São Domingos do Norte;-;-;-;-;1;-;-;1;-;-;-;-;-;2
320470 São Gabriel da Palha;-;-;-;-;-;-;-;1;2;-;1;2;-;6
320480 São José do Calçado;-;-;-;-;-;-;-;-;-;-;1;1;-;2
320490 São Mateus;-;2;1;3;-;3;4;4;-;-;1;4;-;22
320495 São Roque do Canaã;-;-;-;-;1;-;-;-;-;-;-;-;-;1
320500 Serra;1;1;3;2;12;16;8;10;9;1;9;9;-;81
320501 Sooretama;-;-;-;-;-;1;1;-;-;-;-;-;-;2
320503 Vargem Alta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
320506 Venda Nova do Imigrante;-;-;-;-;-;1;2;-;1;-;1;-;-;5
320510 Viana;-;-;-;1;2;2;1;-;-;1;-;3;-;10
320515 Vila Pavão;-;-;-;-;1;-;-;-;-;-;-;-;-;1
320517 Vila Valério;-;-;-;-;-;-;-;-;-;1;-;-;-;1
320520 Vila Velha;-;-;2;4;9;15;6;8;6;7;9;10;-;76
320530 Vitória;-;-;-;-;5;6;5;8;3;1;2;14;-;44
320000 Município ignorado - ES;-;-;-;-;-;-;-;-;-;-;-;1;-;1
330010 Angra dos Reis;-;-;-;1;3;1;3;2;3;-;1;6;-;20
330015 Aperibé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
330020 Araruama;-;-;-;-;1;3;2;3;3;3;2;4;-;21
330022 Areal;-;-;-;-;-;-;-;-;-;1;-;-;-;1
330023 Armação dos Búzios;-;-;-;1;1;1;-;1;2;-;1;-;2;9
330025 Arraial do Cabo;-;-;-;-;2;-;-;-;1;-;1;1;-;5
330030 Barra do Piraí;-;-;-;-;-;-;2;1;1;1;1;3;-;9
330040 Barra Mansa;-;-;-;-;2;2;4;4;2;3;2;6;-;25
330045 Belford Roxo;3;-;-;1;6;6;4;2;2;7;4;10;-;45
330050 Bom Jardim;-;-;-;-;-;-;-;2;-;-;-;2;-;4
330060 Bom Jesus do Itabapoana;-;-;-;-;-;-;-;1;1;-;-;1;1;4
330070 Cabo Frio;-;-;2;1;3;5;4;6;1;2;4;2;1;31
330080 Cachoeiras de Macacu;-;-;1;-;-;2;2;1;1;1;2;4;-;14
330090 Cambuci;-;-;-;-;-;-;1;-;-;-;-;2;-;3
330100 Campos dos Goytacazes;2;-;-;2;2;12;14;6;12;6;9;25;-;90
330110 Cantagalo;-;1;-;1;-;-;-;-;-;-;1;-;-;3
330093 Carapebus;-;-;-;-;-;-;-;1;1;-;-;1;-;3
330115 Cardoso Moreira;-;-;-;-;-;1;1;-;-;-;-;1;-;3
330120 Carmo;-;-;-;-;-;1;-;-;-;1;-;1;-;3
330130 Casimiro de Abreu;-;-;-;-;-;-;2;-;-;1;1;-;-;4
330095 Comendador Levy Gasparian;-;-;-;-;-;-;-;-;-;1;-;-;-;1
330140 Conceição de Macabu;1;-;-;-;-;-;-;-;-;-;-;-;-;1
330150 Cordeiro;-;-;-;1;-;-;-;1;-;-;3;1;-;6
330160 Duas Barras;-;-;-;-;-;-;-;-;-;-;-;1;-;1
330170 Duque de Caxias;5;2;1;4;7;20;6;11;15;16;20;33;-;140
330180 Engenheiro Paulo de Frontin;-;-;-;1;-;1;-;-;-;1;2;-;-;5
330185 Guapimirim;-;-;-;-;1;2;-;-;1;1;2;5;-;12
330187 Iguaba Grande;-;-;-;-;-;1;1;1;-;-;-;2;-;5
330190 Itaboraí;1;1;-;-;1;4;1;4;2;3;4;4;-;25
330200 Itaguaí;-;1;-;-;-;1;7;1;3;2;1;6;-;22
330205 Italva;-;-;-;-;-;-;-;-;1;-;-;1;-;2
330210 Itaocara;-;-;-;-;-;2;-;-;-;1;1;1;-;5
330220 Itaperuna;-;1;-;-;1;3;2;-;-;-;2;7;-;16
330225 Itatiaia;-;-;-;-;3;-;-;1;-;-;2;-;-;6
330227 Japeri;1;2;-;-;-;-;4;1;1;1;1;1;-;12
330230 Laje do Muriaé;-;-;-;-;-;1;-;-;-;1;-;-;-;2
330240 Macaé;-;-;-;2;3;7;3;2;3;3;-;4;-;27
330245 Macuco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
330250 Magé;-;1;-;-;1;1;3;3;8;1;4;9;-;31
330260 Mangaratiba;2;-;-;-;-;-;-;-;-;-;-;-;-;2
330270 Maricá;2;-;-;1;1;-;3;1;2;2;3;2;-;17
330280 Mendes;-;-;-;-;-;-;-;-;1;1;1;1;1;5
330285 Mesquita;1;-;2;1;1;5;2;-;1;-;5;5;-;23
330290 Miguel Pereira;-;-;-;-;-;2;-;-;-;-;-;1;-;3
330300 Miracema;-;-;-;-;1;-;1;-;-;-;-;-;-;2
330310 Natividade;-;1;-;-;1;1;-;1;-;1;-;3;-;8
330320 Nilópolis;-;-;-;-;4;3;1;-;2;4;4;9;-;27
330330 Niterói;1;-;1;1;5;7;7;14;7;11;13;49;-;116
330340 Nova Friburgo;1;7;13;12;9;24;25;15;28;28;10;11;9;192
330350 Nova Iguaçu;5;7;-;2;4;14;11;14;15;8;20;32;-;132
330360 Paracambi;-;-;-;-;-;1;-;1;1;1;1;2;-;7
330370 Paraíba do Sul;-;1;-;-;1;-;1;1;-;1;-;1;-;6
330380 Paraty;-;-;-;-;-;-;-;-;-;2;2;-;-;4
330385 Paty do Alferes;-;-;-;-;-;-;1;-;-;-;-;-;-;1
330390 Petrópolis;4;1;4;1;1;6;7;9;5;8;8;31;-;85
330395 Pinheiral;-;-;-;-;-;-;1;-;-;-;-;2;-;3
330400 Piraí;-;1;-;-;-;-;1;-;2;-;-;-;-;4
330410 Porciúncula;-;-;-;-;-;-;-;-;1;-;-;-;-;1
330411 Porto Real;-;-;-;-;-;-;1;-;1;-;-;-;-;2
330412 Quatis;-;-;-;-;-;-;1;-;-;-;-;1;-;2
330414 Queimados;-;1;1;-;-;4;3;1;-;1;1;5;-;17
330415 Quissamã;-;-;-;-;-;1;-;-;-;-;-;-;-;1
330420 Resende;1;-;-;-;2;1;-;-;3;3;2;9;-;21
330430 Rio Bonito;-;-;-;-;1;-;-;-;-;1;2;2;-;6
330440 Rio Claro;-;1;-;1;-;-;-;-;-;-;-;1;-;3
330450 Rio das Flores;-;-;-;-;-;-;-;-;-;-;-;-;-;-
330452 Rio das Ostras;-;-;1;-;-;1;6;3;2;-;-;1;-;14
330455 Rio de Janeiro;26;13;15;23;39;101;75;75;100;110;188;493;2;1260
330460 Santa Maria Madalena;-;-;-;-;1;1;-;-;1;-;-;1;-;4
330470 Santo Antônio de Pádua;-;-;-;-;1;1;-;1;-;1;2;1;-;7
330480 São Fidélis;-;-;-;-;-;-;2;2;-;2;-;-;-;6
330475 São Francisco de Itabapoana;-;-;-;-;1;1;1;-;-;-;-;1;-;4
330490 São Gonçalo;5;-;1;3;7;8;17;14;11;16;30;34;-;146
330500 São João da Barra;-;-;-;-;1;1;1;1;1;-;1;1;-;7
330510 São João de Meriti;1;1;-;-;4;6;5;4;3;6;10;16;-;56
330513 São José de Ubá;-;-;-;-;-;1;-;-;-;-;-;-;-;1
330515 São José do Vale do Rio Preto;-;-;-;1;-;2;-;-;-;1;-;-;-;4
330520 São Pedro da Aldeia;-;-;-;-;2;2;1;-;1;2;-;2;-;10
330530 São Sebastião do Alto;-;-;-;-;-;-;-;-;-;1;-;1;-;2
330540 Sapucaia;-;-;1;-;-;-;1;1;-;1;-;1;-;5
330550 Saquarema;-;-;-;-;-;1;1;-;-;2;2;2;-;8
330555 Seropédica;-;-;1;-;-;2;1;-;-;1;1;3;-;9
330560 Silva Jardim;-;-;-;-;-;5;1;-;-;-;-;-;-;6
330570 Sumidouro;-;-;2;-;-;2;1;-;4;1;2;1;-;13
330575 Tanguá;-;-;1;-;-;1;1;2;-;-;-;-;-;5
330580 Teresópolis;4;8;10;13;16;20;19;26;15;13;12;15;6;177
330590 Trajano de Moraes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
330600 Três Rios;1;-;-;-;1;1;1;-;2;2;5;5;-;18
330610 Valença;-;-;-;-;1;1;-;-;-;-;-;2;-;4
330615 Varre-Sai;-;-;1;-;1;-;-;-;-;1;-;-;-;3
330620 Vassouras;-;-;1;-;1;-;1;1;1;1;-;3;-;9
330630 Volta Redonda;1;1;1;-;1;8;5;4;3;2;2;11;-;39
330000 Município ignorado - RJ;-;1;1;5;3;4;8;11;10;3;-;1;88;135
350010 Adamantina;-;-;-;-;-;-;1;-;-;-;-;3;-;4
350020 Adolfo;-;1;-;1;-;-;-;-;-;-;-;-;-;2
350030 Aguaí;-;-;1;-;-;-;1;-;1;-;3;1;-;7
350040 Águas da Prata;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350050 Águas de Lindóia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350055 Águas de Santa Bárbara;-;-;-;-;-;-;-;-;-;1;-;-;-;1
350060 Águas de São Pedro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350070 Agudos;-;-;-;-;1;-;-;-;-;-;-;-;-;1
350075 Alambari;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350080 Alfredo Marcondes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350090 Altair;-;-;-;-;-;-;1;-;-;-;-;-;-;1
350100 Altinópolis;-;-;-;-;-;-;-;-;-;-;-;2;-;2
350110 Alto Alegre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350115 Alumínio;-;-;-;1;-;-;-;-;-;-;-;-;-;1
350120 Álvares Florence;-;-;-;-;-;-;-;-;-;-;-;1;-;1
350130 Álvares Machado;-;-;-;-;-;-;1;-;1;2;1;-;-;5
350140 Álvaro de Carvalho;1;-;-;-;-;-;-;-;-;-;-;-;-;1
350150 Alvinlândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350160 Americana;1;-;-;-;1;3;-;4;5;1;4;11;-;30
350170 Américo Brasiliense;-;-;-;-;-;1;-;-;-;-;-;-;-;1
350180 Américo de Campos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350190 Amparo;-;-;-;1;-;1;1;3;-;1;2;2;-;11
350200 Analândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350210 Andradina;-;-;-;-;1;1;1;1;1;1;-;1;-;7
350220 Angatuba;-;1;-;-;-;1;-;-;-;-;-;1;-;3
350230 Anhembi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350240 Anhumas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350250 Aparecida;-;-;1;1;-;1;1;-;-;-;1;-;-;5
350260 Aparecida d'Oeste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350270 Apiaí;-;-;-;-;-;-;-;-;-;-;1;-;-;1
350275 Araçariguama;-;-;-;-;-;1;-;-;-;-;-;-;-;1
350280 Araçatuba;-;2;-;2;-;4;5;1;1;2;2;4;-;23
350290 Araçoiaba da Serra;-;-;-;-;-;-;1;-;-;-;-;-;-;1
350300 Aramina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350310 Arandu;-;-;-;-;-;-;-;1;-;-;-;-;-;1
350315 Arapeí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350320 Araraquara;-;-;-;-;1;4;1;1;1;-;3;4;-;15
350330 Araras;1;-;-;-;1;3;3;3;3;1;1;2;-;18
350335 Arco-Íris;-;-;-;-;-;-;-;1;2;-;-;-;-;3
350340 Arealva;-;-;-;-;-;-;-;-;-;-;-;1;-;1
350350 Areias;-;-;-;-;-;1;-;-;-;-;-;-;-;1
350360 Areiópolis;-;-;-;-;-;-;1;-;-;-;-;1;-;2
350370 Ariranha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350380 Artur Nogueira;-;-;-;-;-;-;-;1;-;-;2;-;-;3
350390 Arujá;-;1;-;-;-;1;-;-;1;-;-;-;-;3
350395 Aspásia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350400 Assis;-;1;-;-;2;4;-;1;-;-;-;2;-;10
350410 Atibaia;-;-;1;-;1;-;2;3;2;2;1;3;1;16
350420 Auriflama;-;-;-;-;-;-;-;-;-;1;-;-;-;1
350430 Avaí;-;-;-;-;-;-;-;-;-;-;-;1;-;1
350440 Avanhandava;-;-;-;-;-;-;1;1;2;-;-;-;-;4
350450 Avaré;-;-;-;-;-;-;3;1;-;1;2;-;-;7
350460 Bady Bassitt;-;-;-;-;-;-;1;-;-;1;-;1;-;3
350470 Balbinos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350480 Bálsamo;-;-;-;-;1;-;-;-;-;1;-;2;-;4
350490 Bananal;-;-;-;-;-;-;-;-;-;-;-;1;-;1
350500 Barão de Antonina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350510 Barbosa;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350520 Bariri;-;-;-;-;-;-;-;-;-;1;-;-;-;1
350530 Barra Bonita;-;-;-;-;-;2;1;1;2;1;-;3;-;10
350535 Barra do Chapéu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350540 Barra do Turvo;-;-;-;-;-;1;-;-;-;-;1;-;-;2
350550 Barretos;-;-;-;-;-;-;3;3;2;-;1;-;-;9
350560 Barrinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350570 Barueri;-;1;-;-;2;3;3;6;-;1;1;2;-;19
350580 Bastos;-;-;-;-;1;-;-;-;1;-;-;1;-;3
350590 Batatais;-;-;-;-;-;1;1;-;-;-;1;2;-;5
350600 Bauru;-;1;-;-;3;6;1;2;8;6;10;8;-;45
350610 Bebedouro;-;-;-;-;-;1;1;2;1;-;2;3;-;10
350620 Bento de Abreu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350630 Bernardino de Campos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350635 Bertioga;-;-;-;-;2;1;1;1;-;-;1;-;-;6
350640 Bilac;-;-;-;-;-;-;-;-;1;-;-;-;-;1
350650 Birigui;-;1;-;-;1;2;1;1;1;-;1;-;-;8
350660 Biritiba-Mirim;-;-;-;-;-;1;-;-;-;-;-;1;-;2
350670 Boa Esperança do Sul;-;-;-;-;-;-;-;-;-;-;1;-;-;1
350680 Bocaina;-;-;-;1;1;1;1;-;-;-;-;1;-;5
350690 Bofete;-;-;-;-;-;-;2;-;-;-;-;-;-;2
350700 Boituva;-;1;1;-;-;-;2;-;-;2;1;2;-;9
350710 Bom Jesus dos Perdões;-;1;-;-;-;-;1;-;3;-;1;-;-;6
350715 Bom Sucesso de Itararé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350720 Borá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350730 Boracéia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350740 Borborema;-;-;-;-;-;-;-;1;-;-;1;-;-;2
350745 Borebi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350750 Botucatu;-;1;-;-;1;1;-;4;2;2;4;7;-;22
350760 Bragança Paulista;-;1;-;-;-;1;1;2;1;-;3;7;-;16
350770 Braúna;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350775 Brejo Alegre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350780 Brodowski;-;-;-;-;-;-;-;-;-;-;1;-;-;1
350790 Brotas;-;-;-;-;-;-;1;-;-;1;-;1;-;3
350800 Buri;-;-;-;-;-;1;-;1;-;-;-;-;-;2
350810 Buritama;-;-;-;-;-;-;-;1;-;-;-;-;-;1
350820 Buritizal;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350830 Cabrália Paulista;-;-;-;-;-;-;-;-;-;-;1;-;-;1
350840 Cabreúva;-;-;-;-;-;-;2;-;-;-;-;2;-;4
350850 Caçapava;1;-;-;-;-;1;2;3;-;2;2;1;1;13
350860 Cachoeira Paulista;-;-;-;-;1;-;1;-;-;-;-;-;-;2
350870 Caconde;-;-;-;-;1;1;1;-;-;-;1;-;-;4
350880 Cafelândia;1;-;-;-;1;-;1;-;1;-;-;-;-;4
350890 Caiabu;-;-;-;-;1;-;-;-;-;-;-;-;-;1
350900 Caieiras;-;-;1;-;-;1;3;-;-;3;-;1;-;9
350910 Caiuá;-;-;-;-;-;-;-;-;1;-;-;-;-;1
350920 Cajamar;-;-;-;-;1;1;1;1;-;-;1;2;-;7
350925 Cajati;-;-;-;1;-;-;1;-;1;-;-;-;-;3
350930 Cajobi;-;-;-;-;-;-;-;-;-;-;-;1;-;1
350940 Cajuru;-;-;-;-;-;-;-;-;-;-;-;2;-;2
350945 Campina do Monte Alegre;-;-;-;-;-;-;-;-;-;1;-;-;-;1
350950 Campinas;3;5;2;2;3;22;17;17;6;13;14;43;-;147
350960 Campo Limpo Paulista;-;-;1;-;1;2;3;-;-;2;-;1;-;10
350970 Campos do Jordão;1;-;-;-;-;-;-;1;1;-;-;-;-;3
350980 Campos Novos Paulista;-;-;-;-;-;-;-;-;-;-;-;-;-;-
350990 Cananéia;-;-;-;-;-;-;-;1;-;-;-;-;-;1
350995 Canas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351000 Cândido Mota;-;-;-;-;-;-;-;1;-;-;-;-;-;1
351010 Cândido Rodrigues;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351015 Canitar;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351020 Capão Bonito;-;1;-;-;1;-;-;-;-;-;-;-;-;2
351030 Capela do Alto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351040 Capivari;-;-;-;-;5;-;-;-;-;-;-;1;-;6
351050 Caraguatatuba;-;1;-;2;1;1;2;2;3;3;-;1;-;16
351060 Carapicuíba;-;1;2;1;-;4;7;2;3;1;2;1;-;24
351070 Cardoso;-;-;-;-;-;-;-;-;-;-;-;3;-;3
351080 Casa Branca;-;-;-;-;-;1;1;-;-;-;-;-;-;2
351090 Cássia dos Coqueiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351100 Castilho;-;-;-;-;-;1;-;-;-;-;-;-;-;1
351110 Catanduva;-;-;-;-;-;3;2;-;1;3;7;10;-;26
351120 Catiguá;-;-;-;-;-;-;-;-;-;1;-;-;-;1
351130 Cedral;-;-;-;-;-;-;-;-;1;-;-;-;-;1
351140 Cerqueira César;-;-;-;-;-;-;-;1;1;-;-;-;-;2
351150 Cerquilho;-;-;-;-;-;-;-;-;1;-;1;2;-;4
351160 Cesário Lange;-;-;-;-;-;1;1;-;1;-;1;1;-;5
351170 Charqueada;-;-;-;-;-;-;-;-;1;-;-;1;-;2
355720 Chavantes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351190 Clementina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351200 Colina;-;-;-;-;-;-;-;-;-;-;1;-;-;1
351210 Colômbia;-;-;1;-;-;-;-;-;-;-;-;-;-;1
351220 Conchal;-;-;-;-;1;-;-;-;1;1;1;1;-;5
351230 Conchas;-;-;-;-;-;-;-;-;-;-;-;1;-;1
351240 Cordeirópolis;-;-;1;-;-;-;-;-;-;-;-;-;-;1
351250 Coroados;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351260 Coronel Macedo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351270 Corumbataí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351280 Cosmópolis;-;-;-;-;-;1;1;-;-;-;-;-;-;2
351290 Cosmorama;-;-;-;-;-;-;-;-;-;-;1;-;-;1
351300 Cotia;-;-;-;2;1;3;2;1;1;2;5;4;-;21
351310 Cravinhos;-;-;-;-;-;2;1;2;-;1;-;2;-;8
351320 Cristais Paulista;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351330 Cruzália;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351340 Cruzeiro;-;-;-;-;1;-;-;2;1;1;-;-;-;5
351350 Cubatão;-;-;1;1;1;2;1;1;-;-;-;1;-;8
351360 Cunha;-;-;-;-;2;-;-;-;-;-;-;-;-;2
351370 Descalvado;-;-;1;-;-;-;-;-;1;-;-;-;-;2
351380 Diadema;3;-;1;1;2;3;9;10;6;2;3;7;-;47
351385 Dirce Reis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351390 Divinolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351400 Dobrada;-;-;-;-;-;-;-;1;-;-;-;-;-;1
351410 Dois Córregos;-;-;-;-;-;-;1;-;-;-;-;4;-;5
351420 Dolcinópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351430 Dourado;-;-;-;-;-;1;-;-;-;-;1;1;-;3
351440 Dracena;-;-;-;-;-;1;1;-;1;-;1;1;-;5
351450 Duartina;-;-;-;-;-;-;-;-;-;-;-;2;-;2
351460 Dumont;-;-;-;-;-;1;-;-;-;-;-;1;-;2
351470 Echaporã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351480 Eldorado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351490 Elias Fausto;-;-;-;-;-;-;1;-;-;-;-;1;-;2
351492 Elisiário;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351495 Embaúba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351500 Embu das Artes;-;-;1;3;3;4;2;3;1;1;1;3;-;22
351510 Embu-Guaçu;-;-;-;-;-;1;-;1;-;2;-;1;-;5
351512 Emilianópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351515 Engenheiro Coelho;-;-;-;-;-;-;1;-;-;-;-;-;-;1
351518 Espírito Santo do Pinhal;-;-;-;-;-;2;-;1;-;-;1;-;-;4
351519 Espírito Santo do Turvo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
355730 Estiva Gerbi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351520 Estrela d'Oeste;-;-;-;-;-;-;1;2;-;-;-;-;-;3
351530 Estrela do Norte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351535 Euclides da Cunha Paulista;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351540 Fartura;-;-;-;-;-;2;-;-;-;-;-;-;-;2
351560 Fernando Prestes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351550 Fernandópolis;-;-;-;1;1;1;2;-;2;-;3;3;-;13
351565 Fernão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351570 Ferraz de Vasconcelos;1;-;-;1;-;1;1;1;3;-;-;1;-;9
351580 Flora Rica;-;-;-;-;-;-;-;2;-;-;-;-;-;2
351590 Floreal;-;-;-;-;-;1;-;-;-;-;-;-;-;1
351600 Flórida Paulista;-;-;-;-;1;-;1;-;-;-;-;-;-;2
351610 Florínia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351620 Franca;1;-;-;1;1;4;3;1;2;4;5;10;-;32
351630 Francisco Morato;1;1;-;-;-;1;5;3;3;2;4;1;-;21
351640 Franco da Rocha;-;-;-;-;1;3;-;-;1;3;2;4;-;14
351650 Gabriel Monteiro;-;-;-;-;-;-;-;-;1;-;-;-;-;1
351660 Gália;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351670 Garça;-;-;-;-;-;-;-;-;-;-;-;2;-;2
351680 Gastão Vidigal;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351685 Gavião Peixoto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351690 General Salgado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351700 Getulina;-;-;-;-;-;-;-;-;-;-;-;1;-;1
351710 Glicério;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351720 Guaiçara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351730 Guaimbê;-;-;-;-;1;1;-;-;-;-;-;-;-;2
351740 Guaíra;-;-;-;-;-;3;-;-;-;-;1;-;-;4
351750 Guapiaçu;-;-;-;-;-;-;-;-;1;1;-;2;-;4
351760 Guapiara;-;-;-;-;-;1;-;-;-;1;-;2;-;4
351770 Guará;-;-;-;-;-;-;1;1;-;-;-;1;-;3
351780 Guaraçaí;-;-;-;-;-;-;-;1;-;-;-;-;-;1
351790 Guaraci;-;-;-;-;1;-;1;-;-;-;-;-;-;2
351800 Guarani d'Oeste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351810 Guarantã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351820 Guararapes;-;-;-;-;-;-;3;-;-;-;-;-;-;3
351830 Guararema;-;1;-;-;1;-;-;1;-;-;-;-;-;3
351840 Guaratinguetá;-;-;-;-;-;3;1;2;-;-;-;1;-;7
351850 Guareí;-;-;-;-;-;-;-;-;-;-;-;1;-;1
351860 Guariba;-;-;-;-;2;1;1;-;1;-;-;-;-;5
351870 Guarujá;-;2;1;1;4;1;6;10;3;4;3;3;-;38
351880 Guarulhos;6;1;4;4;12;27;15;15;16;7;11;27;-;145
351885 Guatapará;-;-;-;-;-;-;1;-;-;-;-;-;-;1
351890 Guzolândia;-;-;-;-;-;-;-;-;-;-;-;1;-;1
351900 Herculândia;-;-;-;-;-;-;-;-;-;-;-;1;-;1
351905 Holambra;-;-;-;-;-;2;-;-;-;-;-;-;-;2
351907 Hortolândia;1;-;-;2;5;2;3;1;1;1;1;-;-;17
351910 Iacanga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351920 Iacri;-;-;-;-;-;-;-;-;-;-;2;-;-;2
351925 Iaras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351930 Ibaté;-;-;-;-;-;-;1;-;-;-;-;1;-;2
351940 Ibirá;-;-;-;-;1;1;1;-;2;1;-;-;-;6
351950 Ibirarema;-;-;-;-;-;-;-;-;-;-;-;-;-;-
351960 Ibitinga;-;-;-;-;-;-;-;-;1;-;1;-;-;2
351970 Ibiúna;-;-;-;-;-;1;1;1;2;1;2;5;-;13
351980 Icém;-;-;-;-;-;-;-;-;1;-;-;-;-;1
351990 Iepê;-;-;-;-;-;1;1;1;-;-;-;-;-;3
352000 Igaraçu do Tietê;-;-;2;1;-;1;-;1;-;1;-;2;-;8
352010 Igarapava;-;-;-;-;-;-;-;1;-;-;1;-;-;2
