 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Faixa Etária
Sexo: Fem
Período:2010
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"351010 Cândido Rodrigues";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351015 Canitar";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351020 Capão Bonito";-;-;-;-;-;1;2;-;1;-;1;-;-;5
"351030 Capela do Alto";-;-;-;-;-;-;1;1;-;1;-;-;-;3
"351040 Capivari";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"351050 Caraguatatuba";1;-;-;-;2;2;1;1;-;4;2;3;-;16
"351060 Carapicuíba";-;-;-;-;3;2;6;4;5;3;3;3;-;29
"351070 Cardoso";-;-;-;-;-;1;-;-;-;1;1;-;-;3
"351080 Casa Branca";-;-;-;-;-;1;-;-;1;-;2;-;-;4
"351090 Cássia dos Coqueiros";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351100 Castilho";1;-;-;-;-;-;1;-;-;-;-;-;-;2
"351110 Catanduva";1;-;-;-;2;1;1;5;2;2;1;10;-;25
"351120 Catiguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351130 Cedral";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"351140 Cerqueira César";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"351150 Cerquilho";-;-;-;-;1;1;-;-;1;-;-;3;-;6
"351160 Cesário Lange";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"351170 Charqueada";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"355720 Chavantes";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"351190 Clementina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351200 Colina";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351210 Colômbia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"351220 Conchal";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351230 Conchas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351240 Cordeirópolis";-;-;-;-;1;2;-;1;-;-;-;1;-;5
"351250 Coroados";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351260 Coronel Macedo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351270 Corumbataí";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351280 Cosmópolis";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351290 Cosmorama";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351300 Cotia";1;-;-;1;2;5;5;1;1;-;-;2;-;18
"351310 Cravinhos";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"351320 Cristais Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351330 Cruzália";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351340 Cruzeiro";1;-;-;1;-;2;1;2;1;-;-;-;-;8
"351350 Cubatão";1;-;-;-;1;3;2;2;-;1;-;1;-;11
"351360 Cunha";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"351370 Descalvado";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"351380 Diadema";1;-;-;1;2;12;7;5;4;2;2;6;-;42
"351385 Dirce Reis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351390 Divinolândia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"351400 Dobrada";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351410 Dois Córregos";-;-;-;-;1;-;-;-;1;1;-;2;-;5
"351420 Dolcinópolis";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351430 Dourado";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351440 Dracena";-;-;-;1;-;1;-;-;-;-;1;2;-;5
"351450 Duartina";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"351460 Dumont";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351470 Echaporã";-;-;-;-;-;1;-;1;-;1;-;-;-;3
"351480 Eldorado";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351490 Elias Fausto";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"351492 Elisiário";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351495 Embaúba";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"351500 Embu das Artes";2;-;1;-;3;8;5;3;3;1;2;4;1;33
"351510 Embu-Guaçu";-;2;-;1;-;1;-;-;1;-;1;-;-;6
"351512 Emilianópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351515 Engenheiro Coelho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351518 Espírito Santo do Pinhal";-;-;-;-;-;-;-;2;-;1;2;1;-;6
"351519 Espírito Santo do Turvo";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"355730 Estiva Gerbi";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351520 Estrela d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351530 Estrela do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351535 Euclides da Cunha Paulista";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"351540 Fartura";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"351560 Fernando Prestes";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"351550 Fernandópolis";-;-;-;-;-;-;-;1;-;-;1;1;-;3
"351565 Fernão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351570 Ferraz de Vasconcelos";-;1;1;-;1;1;1;-;4;1;-;1;-;11
"351580 Flora Rica";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351590 Floreal";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351600 Flórida Paulista";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"351610 Florínia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351620 Franca";-;1;1;1;2;3;2;3;7;3;1;5;-;29
"351630 Francisco Morato";-;2;-;-;1;-;2;3;-;-;1;3;-;12
"351640 Franco da Rocha";-;1;1;-;-;-;1;1;-;-;-;-;-;4
"351650 Gabriel Monteiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351660 Gália";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351670 Garça";-;-;-;-;-;2;-;1;1;-;-;-;-;4
"351680 Gastão Vidigal";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351685 Gavião Peixoto";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351690 General Salgado";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"351700 Getulina";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"351710 Glicério";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351720 Guaiçara";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"351730 Guaimbê";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351740 Guaíra";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"351750 Guapiaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351760 Guapiara";-;-;-;-;1;1;-;-;-;1;1;-;-;4
"351770 Guará";-;-;-;1;-;-;-;1;-;1;-;-;-;3
"351780 Guaraçaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351790 Guaraci";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"351800 Guarani d'Oeste";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"351810 Guarantã";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351820 Guararapes";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"351830 Guararema";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"351840 Guaratinguetá";1;-;-;1;-;2;2;4;2;1;3;4;-;20
"351850 Guareí";-;-;-;-;-;1;1;-;1;-;-;-;-;3
"351860 Guariba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351870 Guarujá";2;-;-;1;3;3;4;5;4;3;4;6;-;35
"351880 Guarulhos";6;3;2;4;6;20;18;15;15;8;18;27;-;142
"351885 Guatapará";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"351890 Guzolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351900 Herculândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351905 Holambra";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351907 Hortolândia";1;-;1;-;1;2;3;5;2;1;-;-;1;17
"351910 Iacanga";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"351920 Iacri";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351925 Iaras";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351930 Ibaté";-;-;1;-;-;2;-;-;-;-;1;1;-;5
"351940 Ibirá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351950 Ibirarema";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351960 Ibitinga";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351970 Ibiúna";-;-;-;-;1;-;2;1;2;1;-;1;-;8
"351980 Icém";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351990 Iepê";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"352000 Igaraçu do Tietê";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352010 Igarapava";-;-;-;-;-;-;-;1;1;-;1;-;-;3
"352020 Igaratá";-;-;-;-;-;-;-;2;-;-;-;2;-;4
"352030 Iguape";-;1;-;-;-;1;-;-;-;-;-;1;-;3
"352042 Ilha Comprida";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"352044 Ilha Solteira";-;-;1;-;-;2;-;-;-;-;-;-;-;3
"352040 Ilhabela";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352050 Indaiatuba";-;-;-;2;2;1;1;3;-;-;3;1;-;13
"352060 Indiana";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"352070 Indiaporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352080 Inúbia Paulista";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"352090 Ipaussu";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"352100 Iperó";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"352110 Ipeúna";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352115 Ipiguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352120 Iporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352130 Ipuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352140 Iracemápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352150 Irapuã";-;-;1;-;-;-;-;-;-;-;-;1;-;2
"352160 Irapuru";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352170 Itaberá";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"352180 Itaí";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"352190 Itajobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352200 Itaju";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352210 Itanhaém";-;-;-;-;1;2;2;2;-;2;2;5;-;16
"352215 Itaóca";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352220 Itapecerica da Serra";-;-;-;-;-;3;1;1;4;1;1;1;-;12
"352230 Itapetininga";-;-;-;-;1;5;2;2;1;2;4;3;-;20
"352240 Itapeva";-;1;-;-;1;1;-;4;1;-;2;1;-;11
"352250 Itapevi";-;1;-;3;3;2;-;2;4;2;-;2;-;19
"352260 Itapira";-;-;-;-;1;1;-;-;-;1;1;1;-;5
"352265 Itapirapuã Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352270 Itápolis";-;-;-;-;1;-;1;-;1;-;2;2;-;7
"352280 Itaporanga";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"352290 Itapuí";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"352300 Itapura";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352310 Itaquaquecetuba";-;-;-;1;4;7;3;8;2;2;5;2;-;34
"352320 Itararé";-;-;-;-;-;-;2;1;1;-;2;-;-;6
"352330 Itariri";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352340 Itatiba";-;-;1;-;-;1;2;-;1;1;-;3;-;9
"352350 Itatinga";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"352360 Itirapina";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"352370 Itirapuã";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352380 Itobi";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352390 Itu";-;-;-;2;-;3;1;3;1;1;1;2;-;14
"352400 Itupeva";-;-;1;1;-;1;1;-;-;-;-;-;-;4
"352410 Ituverava";-;-;-;-;-;1;-;1;1;1;-;1;-;5
"352420 Jaborandi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352430 Jaboticabal";-;-;-;-;1;3;3;1;-;-;1;3;-;12
"352440 Jacareí";-;-;-;1;1;7;2;2;1;2;3;6;-;25
"352450 Jaci";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352460 Jacupiranga";-;1;-;-;-;-;-;-;1;1;1;-;-;4
"352470 Jaguariúna";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"352480 Jales";-;-;-;-;-;1;1;1;-;2;1;2;-;8
"352490 Jambeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352500 Jandira";-;-;-;-;2;1;-;-;1;-;1;1;-;6
"352510 Jardinópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"352520 Jarinu";-;-;1;-;1;1;1;-;-;-;-;1;-;5
"352530 Jaú";-;-;-;-;-;3;2;1;1;-;1;4;-;12
"352540 Jeriquara";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"352550 Joanópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"352560 João Ramalho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352570 José Bonifácio";-;-;-;-;-;1;1;2;-;-;-;1;-;5
"352580 Júlio Mesquita";1;-;-;-;-;-;-;-;1;-;-;-;-;2
"352585 Jumirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352590 Jundiaí";3;1;-;-;-;5;3;1;3;2;4;8;-;30
"352600 Junqueirópolis";-;-;-;-;-;-;-;2;-;-;1;-;-;3
"352610 Juquiá";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"352620 Juquitiba";1;-;-;-;1;1;2;-;-;-;1;3;-;9
"352630 Lagoinha";-;-;-;-;1;-;1;-;1;-;-;-;-;3
"352640 Laranjal Paulista";-;-;-;-;-;1;-;-;-;2;-;-;-;3
"352650 Lavínia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352660 Lavrinhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352670 Leme";-;-;-;-;-;3;1;1;-;-;2;2;-;9
"352680 Lençóis Paulista";-;-;-;-;1;-;-;-;2;1;-;-;-;4
"352690 Limeira";-;-;-;-;2;3;4;3;4;2;7;12;-;37
"352700 Lindóia";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"352710 Lins";-;-;-;-;-;-;3;3;-;-;1;1;-;8
"352720 Lorena";-;-;-;-;-;-;2;1;-;1;-;-;-;4
"352725 Lourdes";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"352730 Louveira";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"352740 Lucélia";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352750 Lucianópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352760 Luís Antônio";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352780 Lupércio";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"352790 Lutécia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352800 Macatuba";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"352810 Macaubal";-;-;-;-;-;1;-;-;1;-;1;-;-;3
"352820 Macedônia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352830 Magda";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352840 Mairinque";-;1;-;-;2;-;-;-;1;-;-;-;-;4
"352850 Mairiporã";-;2;-;1;1;1;-;1;-;-;2;2;-;10
"352860 Manduri";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352870 Marabá Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352880 Maracaí";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"352885 Marapoama";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352890 Mariápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352900 Marília";-;-;-;-;1;4;4;4;-;3;4;12;-;32
"352910 Marinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352920 Martinópolis";-;-;-;-;-;1;1;-;2;-;1;-;-;5
"352930 Matão";-;-;-;-;-;4;1;-;-;-;-;3;-;8
"352940 Mauá";-;2;-;-;2;5;2;5;2;2;-;2;-;22
"352950 Mendonça";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352960 Meridiano";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352965 Mesópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352970 Miguelópolis";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352980 Mineiros do Tietê";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353000 Mira Estrela";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"352990 Miracatu";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353010 Mirandópolis";-;-;-;-;-;-;1;-;1;4;-;-;-;6
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353030 Mirassol";-;-;-;1;2;1;-;1;-;-;-;2;-;7
"353040 Mirassolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353050 Mococa";-;-;-;-;-;3;-;2;1;1;-;2;-;9
"353060 Mogi das Cruzes";2;-;-;2;4;10;2;3;6;3;6;3;2;43
"353070 Mogi Guaçu";-;-;-;1;1;1;1;2;1;1;-;2;-;10
"353080 Mogi Mirim";-;-;-;-;-;1;1;2;1;1;1;-;-;7
"353090 Mombuca";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353100 Monções";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353110 Mongaguá";1;-;-;-;-;-;-;1;1;-;-;-;1;4
"353120 Monte Alegre do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353130 Monte Alto";-;-;-;-;-;-;-;1;-;-;1;2;-;4
"353140 Monte Aprazível";-;-;-;-;1;1;-;1;-;-;1;-;-;4
"353150 Monte Azul Paulista";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"353160 Monte Castelo";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"353180 Monte Mor";-;-;-;1;-;3;1;-;-;-;1;1;-;7
"353170 Monteiro Lobato";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353190 Morro Agudo";-;1;-;-;-;-;1;-;-;-;1;-;-;3
"353200 Morungaba";-;-;-;-;-;-;-;1;-;-;-;2;-;3
"353205 Motuca";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353210 Murutinga do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353215 Nantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353220 Narandiba";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353230 Natividade da Serra";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"353240 Nazaré Paulista";-;-;-;1;-;-;1;-;-;-;-;1;-;3
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353260 Nhandeara";-;-;-;-;-;-;1;-;-;1;-;1;-;3
"353270 Nipoã";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353280 Nova Aliança";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353282 Nova Campina";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353286 Nova Castilho";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353290 Nova Europa";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353300 Nova Granada";-;-;-;-;1;1;1;-;-;-;1;-;-;4
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353320 Nova Independência";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353330 Nova Luzitânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353340 Nova Odessa";-;-;-;-;-;-;1;-;1;-;1;-;-;3
"353325 Novais";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353350 Novo Horizonte";-;-;-;-;1;-;1;1;-;-;1;2;-;6
"353360 Nuporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353370 Ocauçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353380 Óleo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353390 Olímpia";-;-;-;-;-;1;-;-;1;-;1;5;-;8
"353400 Onda Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353410 Oriente";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"353420 Orindiúva";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353430 Orlândia";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"353440 Osasco";1;-;1;2;3;11;6;4;8;4;7;18;1;66
"353450 Oscar Bressane";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353460 Osvaldo Cruz";-;-;-;-;-;1;-;1;-;-;1;1;-;4
"353470 Ourinhos";-;-;-;-;1;1;1;3;-;1;-;-;-;7
"353480 Ouro Verde";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353475 Ouroeste";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"353490 Pacaembu";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"353500 Palestina";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"353510 Palmares Paulista";-;-;-;-;-;2;-;1;1;-;-;-;-;4
"353520 Palmeira d'Oeste";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"353530 Palmital";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"353540 Panorama";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353550 Paraguaçu Paulista";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"353560 Paraibuna";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"353570 Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353580 Paranapanema";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353590 Paranapuã";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353600 Parapuã";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353610 Pardinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353620 Pariquera-Açu";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"353625 Parisi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353630 Patrocínio Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353640 Paulicéia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353650 Paulínia";-;-;1;-;-;2;1;1;2;1;-;-;-;8
"353657 Paulistânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353660 Paulo de Faria";-;-;-;-;1;-;2;-;-;-;-;1;-;4
"353670 Pederneiras";-;-;-;-;-;2;-;-;1;-;1;-;-;4
"353680 Pedra Bela";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353690 Pedranópolis";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"353700 Pedregulho";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"353710 Pedreira";-;1;-;-;1;1;-;2;-;-;1;-;-;6
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353720 Pedro de Toledo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353730 Penápolis";-;-;-;-;-;1;1;-;1;-;1;-;-;4
"353740 Pereira Barreto";-;-;-;-;1;2;1;-;-;-;-;-;-;4
"353750 Pereiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353760 Peruíbe";-;1;-;-;-;-;2;2;1;-;3;2;-;11
"353770 Piacatu";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"353780 Piedade";1;-;-;-;-;1;-;1;-;1;-;2;-;6
"353790 Pilar do Sul";-;-;-;-;-;1;2;-;-;2;-;-;-;5
"353800 Pindamonhangaba";-;-;-;-;-;4;1;2;-;1;-;4;-;12
"353810 Pindorama";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"353820 Pinhalzinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353830 Piquerobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353850 Piquete";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"353860 Piracaia";1;-;-;-;-;-;1;-;-;-;-;-;-;2
"353870 Piracicaba";3;2;-;-;4;7;5;1;5;4;3;12;-;46
"353880 Piraju";-;-;-;1;-;-;1;-;-;-;2;-;-;4
"353890 Pirajuí";-;-;-;-;-;1;-;1;-;-;-;1;-;3
"353900 Pirangi";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353920 Pirapozinho";-;-;-;-;-;-;-;-;-;-;2;1;-;3
"353930 Pirassununga";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353940 Piratininga";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353950 Pitangueiras";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"353960 Planalto";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353970 Platina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353980 Poá";-;1;-;-;2;4;1;-;2;-;-;2;-;12
"353990 Poloni";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354000 Pompéia";1;-;-;-;-;-;-;-;-;-;-;1;-;2
"354010 Pongaí";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"354020 Pontal";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"354025 Pontalinda";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"354030 Pontes Gestal";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354040 Populina";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"354050 Porangaba";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"354060 Porto Feliz";-;-;-;-;1;2;-;1;-;-;1;1;-;6
"354070 Porto Ferreira";-;-;-;-;-;1;-;-;2;1;-;2;-;6
"354075 Potim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354080 Potirendaba";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354085 Pracinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354090 Pradópolis";-;-;-;-;-;2;2;-;-;-;-;-;-;4
"354100 Praia Grande";-;-;-;2;3;3;3;5;4;4;7;6;-;37
"354105 Pratânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354110 Presidente Alves";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354120 Presidente Bernardes";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"354130 Presidente Epitácio";-;1;-;1;1;2;3;-;-;-;-;-;-;8
"354140 Presidente Prudente";-;-;-;-;2;5;4;6;3;3;4;7;-;34
"354150 Presidente Venceslau";-;-;-;-;-;1;1;-;1;-;2;-;-;5
